entropy,file_size_bytes,suspicious_imports_count,has_signature,is_packed,label
5.790644460922547,35743,0,1,0,0
2.9493365689338673,264743,1,0,0,0
3.8284877930194545,53971,2,0,0,0
8.0,760804,6,0,1,1
7.331954893976421,380009,15,0,0,1
7.259819095360917,7347,13,0,1,1
5.443715505756044,131368,0,0,0,0
5.376605879842179,174778,3,0,0,0
4.181841498382071,25852,0,0,0,0
5.656833781036989,39141,4,1,0,0
3.727457888157764,16937544,2,1,0,0
7.163394772593044,89900,9,0,1,1
6.9623504073053315,1390316,14,0,1,1
7.298847988252488,245017,26,0,0,1
3.9349395264488076,727563,0,1,0,0
4.312140598991281,205309,2,1,0,0
2.4723227283291513,259294,2,0,0,0
3.0915387036364406,1097228,1,1,0,0
7.456166246279165,1360,16,1,1,1
3.6994096576518944,60445,1,1,0,0
7.057470078043771,275106,16,0,1,1
6.605409885405486,198865,13,0,1,1
6.680251432931808,12509,11,0,1,1
3.964198536947702,111465,1,1,0,0
7.018813859023314,10567,14,0,1,1
7.177257011803122,4506,8,0,1,1
7.109270277464549,64518,12,0,1,1
3.244864628026605,200927,1,1,0,0
5.3202983745089645,129848,3,1,0,0
4.644310019435079,152223,1,1,0,0
6.7867856823411,2308434,21,1,1,1
6.931244633507512,87960,15,0,1,1
3.061722021682633,1188556,0,1,0,0
7.535675129807948,308490,16,1,0,1
7.635639531343364,46639,13,0,1,1
5.395038314076116,599804,4,0,0,0
3.9398189598030307,37569,0,1,0,0
5.129360633428892,348851,5,1,0,0
4.835847264720069,113785,2,1,0,0
7.34045226919863,1713,16,0,0,1
4.874056569847572,450926,1,1,0,0
6.973622695415665,1486078,15,0,1,1
7.731313023601087,48738,23,0,0,1
6.024310406890442,124657,12,0,1,1
5.0148835960763725,30909,1,1,0,0
4.350544306835011,45370,2,1,0,0
4.420932658135444,97553,4,1,0,0
5.200700612120584,101627,1,1,0,0
4.549328165794844,103935,4,1,0,0
6.5913991107909355,21483,17,0,1,1
4.825796316582166,103693,2,1,0,0
6.943793101031779,98206,18,0,0,1
5.3900577324754595,253179,2,1,0,0
4.919609972024118,29583,7,1,0,0
4.732253697161004,19685,2,1,0,0
6.693290228440354,306287,20,0,0,1
4.333185259301607,1439916,4,1,0,0
7.964770038489988,7055,14,0,1,1
3.8939161677803416,48432,2,1,0,0
7.340503524795483,16200,17,0,1,1
5.57036516022993,1250353,3,1,0,0
6.269553652651705,3280,13,0,1,1
7.202107208003098,656,13,0,0,1
7.295661756286981,2679938,18,0,0,1
6.612456920854831,298843,21,0,1,1
7.411007372852472,9409,16,0,1,1
3.051408585366456,242972,2,1,0,0
6.56386317941652,16125,14,0,1,1
7.9166304224341975,137726,11,0,1,1
2.8848681840944908,72689,4,1,0,0
4.212552480599644,25009,2,1,0,0
2.5526575258591855,78443,2,1,0,0
6.112278257988645,302740,2,0,0,0
4.15728548347323,6947,1,1,0,0
6.655482546555736,6745715,18,0,1,1
4.560230209941026,59458,0,1,0,0
4.939486048008511,1240267,0,1,0,0
3.610759171771676,669802,0,1,0,0
7.544290226527839,736447,20,0,1,1
7.243031421240985,10543,16,0,1,1
3.7839565637241597,124619,1,1,0,0
6.420367502144261,1895,3,0,0,0
4.884966416047634,1113660,5,1,0,0
6.839565757888882,1472,9,0,1,1
3.5824971789857365,402671,3,1,0,0
2.4316242845689677,774244,1,1,0,0
7.286549478475383,236756,17,0,0,1
4.9734718990352285,406306,1,1,0,0
6.096484327697572,604600,7,0,1,1
5.4528745472029385,2174901,4,1,1,0
7.162360398203958,8988416,8,0,1,1
7.4458678568057834,12947,16,0,1,1
5.214609790636618,21770,1,0,0,0
4.515579047581467,626217,2,1,0,0
3.581980938361035,474014,2,1,1,0
5.278361076166638,373413,3,1,0,0
4.733785911790748,1041377,2,1,0,0
6.591094272732477,422637,2,1,0,0
4.433867385374177,146017,1,1,0,0
4.684740578895725,44029,1,1,0,0
8.0,79939,17,0,1,1
3.933702270397228,2741,0,1,0,0
7.658164984876652,2864889,21,0,1,1
5.4134737320174064,274722,0,1,0,0
4.141970620253014,156835,5,1,0,0
4.442938708568844,316637,5,1,1,0
5.410944403839475,85628,2,0,0,0
5.8680793504886015,83210,0,1,0,0
3.5030683735978734,2384943,2,1,0,0
6.856342387901894,122867,17,0,1,1
2.7893966455634858,237373,2,1,0,0
3.8077496707341036,153966,0,1,0,0
4.633540904782282,4004709,2,1,0,0
6.563737378957189,33,12,0,1,1
4.467496106942311,188157,3,1,0,0
7.6631594432607395,50057,10,0,1,1
7.164510271573244,15184,15,0,1,1
2.6481572684253414,42961,3,1,0,0
7.959934561834044,78283,18,0,1,1
4.9547043964167745,591416,3,1,0,0
7.452177551107142,89233,17,0,1,1
6.731639082466429,5715,14,0,1,1
4.088573392883998,124331,1,0,0,0
3.6681777917695553,1347240,4,1,0,0
4.48210502299165,718125,1,1,0,0
7.26816418423254,8558,20,0,0,1
7.893375153180892,192097,16,0,0,1
3.7534216534597613,428962,2,1,0,0
8.0,183800,17,0,0,1
6.1621261358483395,7453,16,0,1,1
6.153617268492285,251794,3,1,0,0
2.5772282279376637,276954,2,1,0,0
4.0966202540313175,732244,0,1,0,0
7.268780973520843,76564,14,0,1,1
7.91612668097137,209512,10,0,1,1
4.4379959906339685,17999,0,1,0,0
6.992664097927535,36822,5,0,1,1
7.265840565327064,1564,21,0,1,1
7.120364823764144,271240,15,0,1,1
7.044802450708741,145499,12,0,0,1
5.620685706422595,180346,5,1,0,0
7.344685760710709,10585,18,0,1,1
2.5279109733561818,560915,2,0,0,0
4.838993513809419,15667,3,1,0,0
4.514287211883989,90535,1,1,0,0
5.070945694603873,200536,1,0,0,0
7.519595161920062,317123,14,0,1,1
6.535873535181793,133183,2,0,0,0
7.435345960576154,33199,15,0,0,1
2.1156932112142544,309172,2,1,0,0
5.47048845961338,360675,1,0,0,0
3.348985916380493,49294,2,1,0,0
4.882921710057263,235585,2,0,0,0
4.570052163113181,138285,2,0,0,0
4.909064938334057,37761,4,1,0,0
5.76084951999931,373764,3,1,0,0
6.7132168588543415,1431,9,0,1,1
4.148585764286268,22435998,2,1,0,0
7.6698005259204844,16231,16,0,0,1
7.397709326786755,47776,9,0,0,1
3.3851778126475858,660935,2,0,0,0
1.7524951572747653,199441,2,1,0,0
4.132972160916678,39570,0,1,0,0
4.71416894113175,283722,1,1,0,0
7.752344406518904,6111,13,0,1,1
7.015437584305449,34269,17,0,1,1
7.565155274663425,142428,9,0,0,1
4.711879178828884,178906,3,1,0,0
4.006877177600228,31752,2,0,0,0
5.794985584816956,17815,4,1,0,0
7.484683505833945,312672,13,0,1,1
7.463001773098752,992,18,0,1,1
4.216848115120125,16102,2,1,0,0
3.1502269306187687,104936,2,1,1,0
5.512637409644071,101321,1,1,0,0
7.168223930221288,58119,20,0,1,1
5.83932658948,45818,3,0,0,0
7.001449128954839,6393,17,0,1,1
7.573326524585594,1851961,15,0,1,1
3.7801557916052912,194910,0,1,0,0
5.962254604034729,316109,3,1,0,0
7.089741443403544,381740,20,0,1,1
6.69138403372911,6996,21,0,0,1
7.368774893761555,70012,15,0,0,1
6.555577124549928,638583,6,0,1,1
7.769114984770591,4056097,10,0,1,1
1.9460788650980452,108041,1,1,0,0
7.063592682450279,122088,13,0,1,1
7.020175633025962,1935980,15,0,1,1
7.25052004852617,1260608,17,0,0,1
6.866091334809868,15481,16,0,0,1
7.624777630089454,133003,8,0,1,1
7.282026636839615,1317,17,0,1,1
5.831339061988404,40345,4,0,0,0
3.618125348772282,572072,1,0,0,0
7.965254104887309,170442,19,0,1,1
7.464338124938297,126436,13,0,0,1
7.235742111191224,200672,15,0,0,1
5.051476275239523,72464,3,1,0,0
5.8155082909401035,404021,2,1,0,0
4.791202755138032,29249,2,1,0,0
7.29013783025513,21731,17,0,1,1
4.8104727541807515,111727,3,1,0,0
5.24458639847313,119149,1,1,0,0
6.40270457180241,1098223,6,0,1,1
7.050504539041682,608304,17,0,1,1
5.5270604268730175,108698,4,1,0,0
6.076172527741378,132129,3,1,0,0
5.8171150673398655,43359,4,1,0,0
7.538853758064755,177056,17,0,1,1
4.968978078148468,160552,3,1,0,0
5.7334060763526695,655580,3,1,0,0
4.275146944205148,60322,1,1,0,0
4.884065448939308,100966,0,0,0,0
6.964736406695006,15498,15,0,0,1
7.657037024833848,493317,21,1,0,1
7.999019613756107,89692,18,0,0,1
5.405717600497366,746397,0,1,0,0
7.401185794882787,212623,21,1,0,1
6.003992988582689,641973,0,1,0,0
3.847376020697609,341053,2,0,0,0
7.36130724433332,362141,17,0,1,1
3.593351454845707,591417,4,0,0,0
7.103468692964502,97335,12,0,1,1
7.430043997004508,25499,9,0,1,1
6.333129778679846,567792,17,0,1,1
6.743089616452706,1157117,19,0,1,1
6.748919300377736,54840,25,0,1,1
7.096787034897648,211269,11,0,1,1
6.900295309025198,469746,18,0,1,1
2.8162674323859513,23750,2,1,0,0
7.376422701943203,80190,13,0,1,1
7.230604054538417,34013,20,0,1,1
5.994967181725297,104659,15,0,1,1
4.743890941620451,182435,2,0,0,0
7.171547608406029,6155,11,0,0,1
4.2947159805037485,130297,5,1,0,0
5.628239783268837,290318,2,1,1,0
5.009513563929686,2033201,3,1,0,0
7.401577183510601,618612,19,0,1,1
3.6387157986717362,58316,3,1,0,0
3.7358132133621536,84899,3,0,0,0
4.378252491616716,1622565,1,1,1,0
4.082090454234109,14658,4,0,1,0
7.33513665450344,25763,11,0,1,1
6.968612775287263,28008,12,0,0,1
6.13071800688917,14317,21,0,1,1
4.038830267965381,519228,4,1,0,0
7.338740880853709,10920,18,0,1,1
3.8916492353206626,23711,2,1,0,0
4.8417559757771595,25738,1,1,0,0
7.189683221050618,545247,10,0,1,1
7.943184580556974,2571730,16,0,0,1
6.4661376534137665,7016,12,0,0,1
7.1805292918276145,120714,13,0,0,1
7.439240697495104,4806,10,0,1,1
4.040779602010759,374108,4,1,0,0
4.617707418460958,272719,1,1,1,0
7.7607116978778015,9379,14,0,0,1
7.785303010517951,199405,22,0,0,1
4.697910783462648,182549,1,1,0,0
7.739734297242221,16891,15,0,0,1
6.984970771281016,17608,14,0,1,1
3.5354622050898086,78442,2,1,0,0
3.5352102623703145,4177,4,1,0,0
5.073744421004413,2367,2,1,0,0
3.9940338010121446,320983,2,1,0,0
4.507362681423567,225135,0,1,0,0
4.652354872033722,548417,2,1,0,0
3.150423788448468,82047,2,0,0,0
7.8450604539642885,102622,12,0,1,1
7.664965405324692,19877,20,0,1,1
7.204297549021235,432799,19,0,1,1
7.672332817882982,910179,14,0,0,1
4.150742295681571,2182053,1,1,0,0
7.795951532184399,200525,13,0,0,1
5.231955502509845,106933,7,1,0,0
4.316699290473803,166863,3,1,0,0
7.3596930700093735,9498,19,0,1,1
7.676565650661616,18572,17,0,1,1
4.712574030632215,358224,6,1,0,0
7.271200803429638,21329,14,0,1,1
5.537158898658243,776459,2,1,1,0
3.4636907526262295,55641,2,1,0,0
5.8325514676651276,132210,3,1,0,0
7.285054499522356,250929,17,0,1,1
7.4255930188376915,17024,18,0,1,1
7.217015476384427,18422,15,0,0,1
8.0,21956,18,0,0,1
6.932155291040504,1285,17,0,1,1
7.259461169531051,110833,13,0,1,1
7.0581837001802565,3500890,16,0,1,1
7.17629761141203,23130,15,0,1,1
7.220723747822861,45832,16,0,1,1
8.0,308623,15,0,1,1
7.221189020349769,477,12,0,1,1
6.792781566871758,342350,21,0,1,1
3.7525443460417875,198739,3,1,0,0
5.415823781597604,5949,0,1,0,0
3.9076440443479465,2979131,4,1,0,0
3.1244891104312575,204438,6,1,0,0
4.464174421293537,512080,3,1,1,0
3.5141961913321733,280088,0,1,0,0
7.533648826874512,44840,14,0,1,1
7.532900112382373,11165,16,0,1,1
7.014277793674187,97671,21,1,1,1
7.48316847832343,23131,10,1,0,1
6.272251596669744,861143,1,1,0,0
4.801873380721012,509989,1,1,0,0
7.345162022993848,160991,12,0,0,1
7.628654000840802,969,21,0,0,1
7.061493024866894,1799736,15,0,1,1
7.151856073628861,97012,16,0,1,1
4.849923715249393,91184,0,0,0,0
4.814338683131431,771583,2,1,0,0
4.818808339628256,159106,4,1,0,0
7.129822915925545,51081,21,0,0,1
7.193033663980497,35480,2,1,0,0
7.628951999339834,4484,17,0,0,1
7.3776132697657895,19014,10,1,1,1
6.264913805550771,196250,1,1,0,0
8.0,6520,13,0,1,1
4.0446575768546875,2299820,2,1,0,0
8.0,76373,17,0,1,1
6.707371024762435,10579,13,0,0,1
4.5978271747079225,15633,2,1,0,0
7.186339750318923,14512,20,1,1,1
7.770118530210799,50606,14,0,1,1
2.3229349535571453,4599,3,1,0,0
4.711209399224456,10470,2,1,0,0
6.296665201675017,265741,2,1,0,0
7.921755330323601,1419,17,0,1,1
6.458498824676859,27857,18,1,1,1
8.0,509505,6,0,1,1
7.145934799884885,7726,21,0,1,1
7.376499217229955,826,14,1,0,1
6.982701036096822,11102,16,0,1,1
5.538378851019317,22779,3,1,1,0
7.629493397275975,238885,10,0,1,1
7.49597725085316,9304,21,0,1,1
5.090744335510326,1219760,3,1,0,0
5.138730222029185,436254,1,0,0,0
7.24778648465679,71135,20,0,0,1
6.833305389588287,108758,12,0,1,1
7.672493987113386,4349,14,0,1,1
7.457567879892998,127087,14,0,1,1
4.617327383308782,24082,3,1,0,0
4.380441243373604,32054,2,1,0,0
7.541357484601048,831402,13,0,1,1
7.146653138527806,171046,22,0,0,1
7.980788619444532,280868,18,0,1,1
7.200774740003317,25792,19,0,0,1
6.84711423950972,132944,17,0,0,1
7.721083699591597,3749,17,0,0,1
7.240376262473722,171903,18,0,1,1
7.269632740917105,56281,16,0,1,1
5.400398588395063,201387,2,1,0,0
7.51247651916125,216383,11,0,1,1
4.8676492929914215,206713,2,1,0,0
7.019317255015745,78233,24,1,0,1
3.8581785960556587,61726,2,1,0,0
4.529190503935568,37701,1,1,0,0
6.993666313718127,17659,11,0,1,1
7.277258605885989,34949,13,0,1,1
6.708045288247331,88435,20,0,0,1
5.186567746753176,56083,3,0,0,0
6.7418177599608535,268814,13,0,1,1
7.987009076841513,163204,18,0,1,1
7.077041813301244,594720,18,0,0,1
5.454085102156628,216310,2,1,0,0
8.0,6814,16,0,0,1
8.0,196754,18,0,0,1
4.501619031356941,335841,0,0,0,0
6.918383497932708,73779,15,0,1,1
3.52463397272175,51518,0,1,0,0
7.1998634171910325,34437,11,0,1,1
4.547298743128728,45063,0,0,0,0
5.38239708978998,146703,3,1,0,0
6.953935463766845,24172,17,0,1,1
7.46716705540093,8375,15,0,0,1
6.080804240132512,2759521,21,0,1,1
5.706608154863915,180088,1,1,0,0
7.164492786653181,88244,15,0,1,1
4.250928155346959,375148,2,1,0,0
3.687454229878014,19428,3,1,0,0
6.545654547677154,115594,0,1,0,0
4.282982949575629,100155,4,1,0,0
3.6328697842891,860913,1,1,0,0
7.377240406306293,2503,14,0,1,1
7.093647078081163,184447,20,0,1,1
7.43670469760082,242948,11,0,1,1
4.832314011979592,163631,3,1,0,0
6.816691109803193,2135954,16,0,1,1
5.581514086299741,48104,3,1,0,0
6.620246756021444,1679,15,0,0,1
4.538237994960029,32687,2,1,0,0
5.153478981951741,72499,3,1,0,0
6.030750832343697,274867,1,1,0,0
7.564875759316568,2017742,20,0,1,1
4.3619176653385185,482142,1,1,1,0
5.151521991339505,225901,0,1,0,0
7.576860370180503,265733,2,1,0,0
3.212394716346939,464103,1,1,0,0
5.348430882205284,1470427,2,1,0,0
6.875766905856809,14142,21,0,1,1
4.602645528539664,9788,4,1,0,0
6.328631119503397,61352,13,0,1,1
6.8917413334647275,647267,12,0,1,1
6.848743471946092,502672,14,0,1,1
4.649341911059881,96085,2,1,0,0
6.652981451769279,378774,17,1,1,1
7.903276265896324,15722,8,0,1,1
7.390880560507246,20122,15,1,0,1
7.435406206388468,1732844,1,1,0,0
4.545563881141899,4459,2,1,0,0
7.14201191049262,120176,3,1,0,0
6.178674673372566,272982,1,0,0,0
2.606385333046214,166685,4,0,0,0
6.510628826363974,16958,11,0,1,1
7.077585352762734,3568,16,0,1,1
6.730289187778197,555419,18,0,1,1
4.182284903243766,470564,5,1,0,0
3.9791070960962367,498833,2,0,0,0
7.513895224622169,1932586,12,0,0,1
7.485077178978282,101760,21,0,0,1
7.185440587796931,501144,7,0,1,1
5.9816634024625985,150607,2,1,0,0
2.590643912492707,789916,1,1,0,0
7.433418805573134,4510,13,0,0,1
7.616498621154778,11411,15,0,0,1
4.81917451041918,1804509,0,1,0,0
7.34458735204544,6484,17,0,1,1
7.00040031382089,18151,16,0,1,1
4.049798108334157,95570,1,1,0,0
6.8128562255830305,187690,17,0,1,1
4.795195368158836,40682,3,1,0,0
6.628625557135967,526679,12,0,1,1
4.130473071166642,112153,0,1,0,0
7.977949264438349,11979,12,0,1,1
5.151136241823657,96282,2,1,0,0
5.554620628487318,1000063,2,1,1,0
7.033954498226688,4319,15,0,1,1
4.501109944687293,93108,1,0,0,0
7.0988140215894076,18549,18,0,0,1
4.793284429004852,216282,2,1,0,0
3.8564817696198572,171371,5,1,0,0
3.305477060233965,44879,1,0,0,0
7.465921955182706,357852,18,0,1,1
7.504042072306877,190581,14,0,0,1
4.1468337071893115,2018491,4,1,0,0
4.106648875177127,130162,2,0,0,0
6.752903689961238,33694,19,0,1,1
5.008608373233442,20418,5,1,0,0
7.65229397579862,30590,10,0,1,1
3.4015907820374474,205003,0,1,0,0
3.1014324261808586,522616,4,1,0,0
7.3650558872226695,305107,12,0,0,1
5.346839945469165,730582,3,0,0,0
4.639060398653418,63217,2,1,0,0
7.315746057821671,503120,14,0,0,1
5.603877343316258,379978,2,1,0,0
7.1297029464752075,21993,9,0,1,1
6.777918712986309,826,18,0,1,1
2.72376476710168,70668,2,1,0,0
7.134331539313043,1796,12,0,1,1
5.889024362962761,74584,2,1,0,0
5.789752754082746,53489,0,1,0,0
7.46070574291585,1565,15,0,1,1
3.4090335697848015,269778,1,1,0,0
8.0,2535,15,0,1,1
3.8921247393241822,15370,1,1,0,0
7.197963512144023,68014,16,0,1,1
6.8002203558183725,256894,8,0,0,1
8.0,1450859,6,0,1,1
7.868965868254865,8934,13,0,1,1
7.490675096666923,163170,16,0,1,1
4.1776795307886605,49007,2,1,0,0
4.122468851440175,65620,1,1,0,0
3.0009840395415988,186945,5,1,0,0
7.71768286646427,1041398,17,0,0,1
2.49254313925499,376808,3,1,0,0
7.615205122917897,75946,17,0,1,1
4.741802071555749,25209,3,0,0,0
7.480672708911643,16302,19,0,0,1
5.617398815902461,45843,5,1,0,0
7.376166495978406,17499,16,0,1,1
7.393763586719816,93878,16,0,1,1
5.260506119584143,327117,1,1,0,0
7.222665250720049,59634,13,0,0,1
3.342883381286729,329820,0,1,0,0
6.977866295486901,5316,10,0,1,1
4.265412866624853,67863,4,1,0,0
7.586960531951925,2104,15,0,0,1
6.4234457948249535,39914,1,1,0,0
7.896962212115374,12503,18,0,0,1
4.064513629430157,2226975,2,1,0,0
7.195123020388452,1079,16,0,1,1
3.839165764189854,15010,1,1,0,0
2.5044682195482615,591328,2,1,0,0
4.721558473624211,89345,0,1,0,0
7.181290845882663,72600,27,0,1,1
6.785912591235193,26569127,15,0,1,1
4.1375009971179315,125107,2,1,0,0
7.169800829372703,39866,20,0,0,1
4.453738782733658,14479,4,1,0,0
4.040909689781008,214935,1,1,0,0
3.455190805978966,28847,0,0,0,0
7.1824182145821345,789606,10,0,0,1
7.654766687759584,88167,15,0,0,1
4.924061044464089,96295,2,1,0,0
8.0,51836,18,0,1,1
7.866019022504646,86400,17,0,1,1
4.15408067095283,957262,2,1,0,0
7.494712487324797,4178,17,0,1,1
3.420467147833961,792579,3,1,0,0
7.238616387757505,4241504,13,0,0,1
6.394350778246848,364393,21,0,1,1
5.080999539961692,51487,2,1,0,0
3.747843594409417,862376,1,1,0,0
7.185692815375124,162416,12,0,0,1
7.1397087440251275,124369,9,0,1,1
6.51020453876635,397399,2,1,0,0
4.154835294550203,68649,1,1,0,0
4.692651532648025,221975,0,1,0,0
7.776951069372154,3624,13,1,1,1
7.347763179307534,977419,21,0,1,1
4.064861252037965,75282,2,1,0,0
6.779543119584511,41786,14,0,1,1
8.0,15561,16,1,1,1
6.247363197915558,36601,2,1,0,0
4.320748974643088,42766,0,1,0,0
3.402631681028933,1452419,0,1,0,0
6.684096733380456,2352426,0,1,0,0
6.5068844492973374,438921,13,0,1,1
4.180173722111244,2799373,0,1,0,0
7.576486019072946,127844,8,0,0,1
7.59647149546052,42784,11,0,1,1
7.84117538058811,1725041,15,0,0,1
6.066292889820162,772298,17,0,0,1
7.813768523820183,87903,9,0,1,1
7.437073402026605,1871,18,0,1,1
5.989863438602082,465775,1,1,0,0
3.100771740775369,50395,3,1,0,0
7.989811453939918,8137,20,0,1,1
7.673418608952972,74818,12,0,1,1
6.968305429973241,3627,12,0,1,1
5.771892421938657,35243,3,1,0,0
6.501358718647323,599817,21,0,0,1
5.9617170162571185,1051694,1,1,0,0
7.887511681664998,17442,14,0,1,1
3.77978797899321,642610,3,1,1,0
7.454125350220632,52515,17,0,1,1
7.486222605700965,204493,20,0,0,1
6.496678830268701,28602,10,0,1,1
2.9550626533232416,56944,3,1,0,0
4.442163387622406,27980,3,1,0,0
4.626267736234068,43650,4,1,0,0
7.705883003133289,9907,20,0,0,1
4.4522886438580205,364313,1,1,0,0
5.138660168643103,41679,2,1,0,0
3.9432821021428373,105507,0,0,0,0
7.295963296095406,1350521,19,0,1,1
5.667782061659807,23234,3,1,0,0
6.137082407992742,62596,2,1,0,0
4.370482753136559,188846,4,1,0,0
3.7505840130430266,217417,2,0,0,0
7.638153083843857,1897,11,0,1,1
7.787272046522469,769974,13,0,1,1
6.015444808352248,372102,2,1,0,0
6.935936617528124,2119,17,0,1,1
5.016396667786578,6441,2,0,0,0
4.842106039650418,172679,6,1,0,0
6.516432647949361,530749,14,0,0,1
7.6040245977942975,55664,20,0,1,1
2.885250137708669,83139,3,1,0,0
4.454071171259839,150264,2,1,0,0
6.712470743871651,175432,14,0,0,1
3.4803046802911433,144804,0,1,0,0
7.3250231442904985,86062,21,0,1,1
4.800474359610829,22788,3,0,0,0
4.228344889673947,453668,3,1,0,0
3.6355732946642805,180438,4,1,0,0
7.071816726493065,11480,13,0,1,1
7.00334003178697,188280,15,0,1,1
7.45421763130717,795309,8,0,1,1
5.380065962957342,635788,3,1,0,0
7.847190883563524,5068,18,0,0,1
6.586487019889482,546575,15,0,1,1
4.359446514497568,358549,2,1,0,0
7.123815242621066,2295986,16,0,1,1
7.303437233684564,598,16,1,0,1
3.1668716452221934,716226,5,1,0,0
4.841660231952626,38569,2,1,0,0
4.430366546699892,418805,1,1,0,0
4.731607474168092,28271,2,1,0,0
4.037724711294958,173833,1,1,0,0
4.9492187212850345,154095,2,0,0,0
7.991751602666877,3191,8,0,0,1
7.329196791770306,9881,17,0,0,1
7.617611909937361,33016,15,0,1,1
7.241983264048373,18660,21,0,1,1
7.3494150414191,5015465,15,0,1,1
6.983355303232743,135535,13,0,1,1
3.049072108888776,33222,5,1,0,0
7.370564706955427,207112,14,1,1,1
3.1851213355955883,107237,4,1,0,0
7.651044825917677,134218,16,0,0,1
3.77160968675829,99428,2,1,0,0
7.337609458693391,39610,18,0,0,1
6.269682645007627,2098698,15,0,1,1
7.138552621710197,226524,15,0,0,1
3.3784698525749723,25452,4,1,0,0
7.267828846055117,396369,14,0,1,1
3.680742140278502,233094,0,1,0,0
5.744565160355256,54655,1,1,0,0
7.316453016912817,106602,8,0,1,1
6.382714596291159,31378,14,0,1,1
5.220996952905636,750081,3,1,0,0
7.179170653357103,5880,14,0,1,1
5.200309879408992,41984,4,1,0,0
5.076451345122423,39677,1,0,0,0
7.500011210875146,99938,13,0,1,1
5.1731813512699585,91797,1,1,0,0
3.198412017196669,196591,1,1,0,0
7.4124103082309984,204954,14,0,1,1
7.178163646489834,79906,14,0,1,1
6.091400367762804,388189,4,1,0,0
7.200466349838627,134964,18,0,1,1
4.481865756491918,276584,3,0,0,0
3.557939816425755,41419,5,1,1,0
7.064308855002029,162242,23,0,1,1
4.84859511986098,496463,4,1,0,0
5.4653266671611265,485586,2,1,1,0
7.885997971136359,318523,14,0,1,1
7.0734308539518835,120111,19,0,1,1
7.290338404482084,356372,14,0,0,1
7.741410093694796,24513,17,0,1,1
5.478858050781795,23017,0,0,0,0
2.059295985224916,11704,3,1,0,0
7.416366034909668,534327,15,0,1,1
8.0,4348,8,0,0,1
4.777552513493532,361817,0,1,0,0
5.407962313627049,73667,5,1,0,0
8.0,30347,20,0,1,1
8.0,124292,16,0,0,1
4.153228423233288,14760,4,1,0,0
4.451347648429548,94690,3,1,0,0
7.991039409669025,649399,9,0,0,1
3.693490370974418,557825,3,1,0,0
7.035972071083189,67088,13,0,1,1
5.0055892418358745,248618,2,1,0,0
3.0816342670669683,4563,5,1,1,0
5.695531388086709,278549,1,1,0,0
4.639651674215896,243939,2,1,0,0
7.3909191482948495,2074,12,0,1,1
6.738166796112057,278441,11,0,1,1
7.51742404459097,104364,8,0,1,1
3.323355056099947,225299,0,1,0,0
4.041776970743499,482213,0,1,0,0
5.80206825070365,28691,13,0,1,1
5.573412702410446,81569,3,1,0,0
7.020878222532026,14992,15,0,0,1
2.989958788014748,1568185,0,1,0,0
6.479483184844955,19338,15,0,0,1
7.215886566182652,61905,24,0,0,1
3.3003024716346916,248450,2,1,0,0
7.427353562287944,115632,16,0,1,1
3.2831032896598327,162722,5,1,0,0
3.7613025016704373,807569,6,1,1,0
